student_id,course_category,login_frequency_per_week,avg_session_minutes,course_progress_percent,assignments_completed,quiz_average_score,forum_interactions,video_watch_percent,device_type,dropout_risk
1362,Business,5,64,0,3,90.07,22,72,Tablet,Low
1363,Design,1,131,38,7,65.22,31,39,Desktop,Medium
1364,Business,5,106,20,10,74.62,42,27,Tablet,Medium
1365,AI & ML,11,89,64,10,92.38,46,61,Mobile,Low
1366,Programming,6,96,14,10,91.82,17,96,Tablet,Low
1367,Data Science,8,47,3,4,62.29,37,89,Tablet,Low
1368,Design,13,128,59,0,52.53,11,35,Tablet,Low
1369,Design,14,87,60,8,86.51,14,88,Tablet,Medium
1370,Business,3,166,19,0,65.98,27,72,Mobile,Low
1371,Design,3,163,9,5,51.52,37,64,Desktop,Medium
1372,AI & ML,12,44,86,0,94.27,49,70,Tablet,Low
1373,AI & ML,11,88,33,2,51.89,30,25,Tablet,Medium
1374,Business,11,76,47,9,41.55,8,52,Tablet,Medium
1375,AI & ML,10,96,32,4,41.22,7,98,Mobile,Medium
1376,Programming,9,166,97,9,77.34,45,34,Desktop,Medium
1377,Business,4,43,60,6,79.7,18,33,Desktop,Low
1378,Programming,4,106,9,9,58.66,7,58,Tablet,High
1379,Data Science,12,178,53,7,59.2,33,82,Tablet,Low
1380,Programming,7,178,83,11,60.37,3,24,Desktop,Low
1381,Data Science,2,160,64,8,80.81,30,100,Tablet,Low
1382,Data Science,8,80,76,5,43.49,37,71,Tablet,Medium
1383,Programming,6,12,0,10,95.75,2,35,Tablet,Medium
1384,Business,3,67,4,8,53.35,34,57,Mobile,Medium
1385,AI & ML,9,41,79,7,99.98,18,72,Mobile,Low
1386,AI & ML,5,40,14,8,50.29,42,96,Desktop,Low
1387,Data Science,8,91,27,9,86.29,28,72,Mobile,High
1388,Data Science,7,52,94,3,53.4,9,65,Mobile,Medium
1389,Business,14,144,22,8,44.85,11,34,Desktop,Low
1390,Design,8,114,16,6,92.5,45,78,Mobile,Medium
1391,Programming,7,10,97,4,91.53,29,69,Desktop,Low
1392,Data Science,3,70,12,4,64.21,29,28,Tablet,Low
1393,AI & ML,2,23,13,0,82.14,17,45,Desktop,Low
1394,Business,7,15,10,1,73.42,23,22,Desktop,Low
1395,Programming,3,112,27,9,91.18,31,66,Desktop,Low
1396,Business,3,19,41,2,58.9,8,24,Tablet,High
1397,Programming,2,80,95,7,71.42,46,81,Tablet,Medium
1398,Programming,4,99,98,5,69.12,23,24,Tablet,Low
1399,Data Science,8,167,60,11,61.23,25,29,Desktop,Medium
1400,Business,12,158,63,9,93.49,2,99,Desktop,High
1401,Business,1,135,30,10,49.95,22,82,Desktop,Low
1402,AI & ML,1,106,80,4,48.97,10,44,Desktop,High
1403,AI & ML,12,83,72,0,74.61,9,63,Desktop,Medium
1404,Data Science,14,124,9,11,79.45,49,44,Desktop,Low
1405,Data Science,5,179,7,10,51.68,35,49,Desktop,Low
1406,Design,11,60,20,11,63.44,12,33,Mobile,Low
1407,AI & ML,5,65,76,8,96.79,28,62,Tablet,Medium
1408,Programming,11,50,58,2,54.8,37,47,Mobile,Low
1409,Business,12,41,49,2,80.1,12,38,Tablet,Medium
1410,Data Science,1,24,68,1,84.41,25,61,Desktop,Medium
1411,Business,6,71,69,3,66.89,19,39,Mobile,Low
1412,Business,1,164,29,11,96.25,4,98,Desktop,High
1413,Design,5,37,94,1,84.2,19,30,Mobile,High
1414,AI & ML,9,73,16,8,67.48,13,73,Mobile,Low
1415,Data Science,12,139,74,11,74.16,44,43,Desktop,High
1416,Business,14,136,19,9,81.56,13,89,Mobile,Low
1417,Data Science,5,45,47,6,75.53,7,36,Mobile,Low
1418,Programming,6,123,72,7,92.72,47,47,Tablet,Low
1419,Design,8,22,1,2,61.41,12,69,Desktop,Medium
1420,Programming,11,24,36,5,57.99,23,74,Desktop,Medium
1421,Data Science,1,98,0,9,52.83,14,92,Mobile,Low
1422,Data Science,14,31,3,5,42.27,0,29,Desktop,Low
1423,AI & ML,2,83,99,0,42.58,21,40,Tablet,Low
1424,Business,9,34,53,5,92.2,33,77,Tablet,High
1425,Business,3,110,24,2,80.7,49,53,Desktop,High
1426,Programming,6,126,2,10,79.63,39,62,Desktop,Medium
1427,Design,5,175,8,2,76.88,2,30,Tablet,Medium
1428,Business,11,50,85,2,90.95,25,52,Desktop,Medium
1429,AI & ML,2,97,86,9,68.82,13,77,Mobile,Low
1430,Programming,14,177,75,10,92.22,40,65,Desktop,Low
1431,Programming,7,119,73,10,61.57,7,80,Mobile,Medium
1432,AI & ML,4,129,33,9,95.6,48,81,Tablet,Medium
1433,Design,1,106,42,10,81.92,15,20,Desktop,Low
1434,AI & ML,13,154,73,7,55.43,41,40,Tablet,High
1435,Design,4,66,93,4,73.85,20,81,Desktop,High
1436,AI & ML,6,139,21,3,71.98,9,83,Mobile,Low
1437,AI & ML,7,105,69,8,48.27,24,92,Desktop,Medium
1438,Data Science,7,130,1,8,75.47,37,75,Tablet,High
1439,Programming,14,71,93,0,58.89,21,20,Mobile,Low
1440,AI & ML,7,146,65,1,43.14,48,40,Desktop,Medium
1441,AI & ML,3,77,31,7,96.92,47,41,Tablet,Low
1442,Business,6,90,15,4,78.49,46,73,Tablet,Low
1443,Programming,13,26,75,6,92.62,45,23,Desktop,High
1444,Business,8,126,0,0,80.56,3,84,Tablet,Low
1445,Programming,4,59,71,11,61.42,3,70,Mobile,Low
1446,Business,13,121,47,9,70.76,29,93,Desktop,Low
1447,AI & ML,8,103,49,11,80.54,1,82,Mobile,Low
1448,AI & ML,2,177,12,4,97.62,28,34,Tablet,Low
1449,Data Science,10,94,14,10,55.22,42,55,Tablet,Medium
1450,Business,9,158,52,11,92.5,35,48,Tablet,Low
1451,Design,9,155,43,2,95.44,20,71,Mobile,Medium
1452,Data Science,8,166,7,9,80.22,20,65,Tablet,Medium
1453,Business,10,161,73,11,95.88,47,88,Desktop,Low
1454,Business,14,83,45,11,63.87,20,48,Desktop,Medium
1455,Data Science,13,118,68,1,97.18,3,66,Tablet,Medium
1456,AI & ML,10,154,18,1,82.17,0,44,Desktop,Low
1457,Business,1,27,37,8,42.52,25,99,Mobile,Low
1458,AI & ML,2,51,10,3,94.41,1,35,Mobile,Medium
1459,Data Science,6,110,42,3,69.07,8,60,Tablet,High
1460,AI & ML,10,54,19,6,67.62,44,84,Desktop,Low
1461,Programming,5,91,19,9,73.99,17,88,Desktop,Low
1462,Design,12,26,20,9,48.96,47,39,Tablet,Low
1463,Business,14,82,81,1,68.15,47,88,Mobile,Low
1464,Design,9,23,56,2,89.87,41,55,Tablet,Medium
1465,AI & ML,5,166,49,2,40.93,40,77,Desktop,Low
1466,Business,2,141,73,5,56.38,10,67,Desktop,Low
1467,AI & ML,10,91,97,2,40.15,24,21,Tablet,Low
1468,Programming,4,157,25,10,64.94,25,99,Mobile,Low
1469,Data Science,9,129,29,4,83.7,35,48,Mobile,Low
1470,Business,1,129,72,3,87.93,41,35,Tablet,Low
1471,Programming,11,56,30,2,96.71,34,54,Desktop,Low
1472,Programming,1,116,41,7,76.51,37,81,Mobile,High
1473,Business,12,117,67,9,55.28,2,100,Tablet,High
1474,AI & ML,7,18,60,2,95.45,40,23,Desktop,Low
1475,Programming,11,88,60,5,86.52,34,87,Mobile,Medium
1476,Design,3,164,69,6,74.47,49,70,Mobile,Low
1477,Programming,10,24,77,6,81.74,39,52,Tablet,Low
1478,AI & ML,2,28,67,1,95.46,21,97,Desktop,Low
1479,AI & ML,9,99,89,2,82.74,7,43,Mobile,Low
1480,Design,3,35,16,11,62.1,14,94,Tablet,Medium
1481,Programming,2,163,18,9,82.78,44,44,Mobile,Low
1482,AI & ML,12,163,50,9,42.42,6,47,Desktop,Low
1483,Business,8,101,69,3,63.18,18,26,Mobile,Medium
1484,Data Science,10,91,62,6,64.38,39,55,Desktop,Medium
1485,Data Science,6,140,92,1,50.01,41,29,Mobile,Low
1486,Data Science,6,51,74,2,41.39,16,55,Mobile,Low
1487,Programming,10,28,79,6,48.0,0,37,Tablet,Low
1488,Design,11,26,29,6,79.28,44,25,Mobile,Low
1489,AI & ML,7,170,24,9,88.14,28,26,Desktop,Low
1490,Business,7,85,74,2,99.29,12,31,Tablet,Low
1491,Business,11,72,70,11,60.78,47,60,Desktop,Medium
1492,Programming,13,140,25,0,75.96,28,82,Desktop,Medium
1493,Data Science,6,116,55,11,96.23,40,44,Tablet,Medium
1494,Programming,4,58,21,2,50.02,41,100,Desktop,Low
1495,Design,11,64,88,4,83.06,5,72,Mobile,Low
1496,Design,9,163,18,6,85.3,4,52,Tablet,Low
1497,AI & ML,6,108,30,3,45.34,33,92,Mobile,Medium
1498,AI & ML,4,61,25,10,91.67,10,25,Mobile,Low
1499,Design,12,109,41,10,88.79,8,81,Desktop,High
1500,Design,3,126,40,0,42.0,37,85,Desktop,Medium
1501,Design,4,127,99,5,45.47,39,28,Mobile,High
1502,Programming,3,16,22,1,42.95,40,86,Tablet,Medium
1503,Design,2,55,46,11,60.08,8,35,Mobile,High
1504,Business,14,55,12,2,70.56,7,74,Mobile,Medium
1505,Data Science,5,109,88,3,71.94,43,59,Desktop,High
1506,Design,2,153,65,5,56.06,39,45,Desktop,Low
1507,Data Science,6,161,65,5,94.7,2,57,Mobile,Low
1508,Programming,3,63,15,6,62.1,12,54,Mobile,Medium
1509,Data Science,6,71,72,4,42.73,18,87,Desktop,High
1510,Programming,11,138,27,6,58.01,33,78,Mobile,Low
1511,Business,10,58,76,1,71.87,31,33,Desktop,Low
1512,Programming,9,34,34,0,64.49,48,66,Mobile,Medium
1513,Programming,1,19,40,11,56.43,15,90,Tablet,Medium
1514,AI & ML,6,127,76,9,47.88,35,91,Tablet,Low
1515,Design,9,153,30,7,89.15,17,61,Mobile,Medium
1516,Design,11,166,84,0,99.77,13,70,Desktop,High
1517,Business,4,101,31,11,59.77,29,38,Mobile,High
1518,Business,11,143,53,1,62.9,1,85,Mobile,Low
1519,Design,12,153,97,10,77.08,12,66,Desktop,Low
1520,AI & ML,2,157,71,11,83.11,26,84,Mobile,Low
1521,Design,13,89,58,9,63.52,16,61,Desktop,Low
1522,AI & ML,4,80,40,5,94.3,30,57,Mobile,Low
1523,Business,1,87,65,0,73.6,14,32,Desktop,Medium
1524,Data Science,3,52,95,9,67.02,19,63,Mobile,Low
1525,Business,10,163,53,2,78.8,4,43,Tablet,High
1526,Business,9,99,39,6,97.17,6,49,Desktop,High
1527,Programming,10,87,27,11,87.67,17,89,Tablet,Low
1528,Programming,5,170,36,7,42.4,10,57,Desktop,High
1529,Programming,11,35,64,3,59.94,31,42,Desktop,Medium
1530,Programming,6,130,73,11,68.23,49,93,Desktop,Medium
1531,AI & ML,3,54,54,2,58.87,26,76,Desktop,Low
1532,Design,5,72,3,0,82.01,25,98,Mobile,Medium
1533,Data Science,11,77,98,11,89.58,36,42,Mobile,Low
1534,Business,8,163,9,8,83.88,44,55,Desktop,Medium
1535,AI & ML,6,11,46,9,99.36,27,76,Mobile,Low
1536,Data Science,4,151,74,5,56.35,49,20,Desktop,Medium
1537,AI & ML,2,117,13,5,92.5,1,91,Desktop,Low
1538,AI & ML,14,39,37,8,86.0,19,22,Tablet,Low
1539,Business,9,58,11,0,61.73,3,33,Desktop,Medium
1540,Design,13,149,44,5,84.05,12,100,Desktop,Medium
1541,Programming,12,53,16,11,46.24,23,53,Mobile,Low
1542,Design,1,170,79,4,87.36,47,89,Desktop,Low
1543,Business,1,22,34,10,71.94,37,88,Desktop,High
1544,Business,13,87,65,5,57.54,39,70,Tablet,Medium
1545,Business,4,135,74,10,79.35,47,48,Mobile,Low
1546,Data Science,7,107,40,7,78.5,44,67,Mobile,Medium
1547,Design,1,35,66,4,52.57,28,98,Tablet,Low
1548,Design,9,158,28,1,41.82,35,98,Desktop,Low
1549,AI & ML,4,165,17,11,66.02,1,35,Tablet,Medium
1550,AI & ML,3,57,19,11,74.17,40,76,Mobile,High
1551,AI & ML,1,177,13,1,92.6,17,29,Tablet,Medium
1552,Business,10,75,33,9,95.69,48,38,Mobile,Low
1553,Design,4,96,48,4,71.73,7,86,Tablet,High
1554,Business,9,88,53,2,85.23,14,55,Desktop,Low
1555,Data Science,13,32,30,9,66.36,40,23,Desktop,High
1556,AI & ML,14,90,57,2,84.76,16,94,Mobile,Low
1557,Business,10,57,41,7,52.29,22,52,Tablet,Low
1558,Business,6,133,57,6,62.26,1,47,Mobile,Medium
1559,Data Science,6,139,81,0,78.05,5,99,Desktop,Low
1560,Programming,1,93,29,11,41.09,28,28,Mobile,Medium
1561,Design,10,29,24,11,83.35,26,94,Desktop,Medium
1562,Programming,2,55,62,4,90.13,36,25,Mobile,Low
1563,AI & ML,11,140,18,8,63.95,48,68,Tablet,Medium
1564,Business,6,21,71,3,66.88,33,95,Desktop,Low
1565,Data Science,2,49,91,0,91.08,17,41,Mobile,Low
1566,Data Science,3,75,7,7,86.54,41,67,Desktop,High
1567,Design,4,109,94,4,57.29,9,40,Tablet,High
1568,Programming,11,87,2,1,59.44,37,52,Desktop,Low
1569,Design,5,25,66,11,80.73,43,100,Tablet,Medium
1570,Business,9,92,85,0,73.79,16,75,Desktop,Low
1571,Design,12,171,80,11,49.73,12,48,Tablet,Medium
1572,Data Science,4,53,99,11,58.6,47,72,Desktop,High
1573,Data Science,13,143,16,11,94.0,41,59,Tablet,Low
1574,AI & ML,11,109,13,2,81.29,26,93,Mobile,High
1575,AI & ML,9,31,8,8,99.16,1,37,Mobile,Low
1576,Business,11,27,61,0,86.02,33,66,Desktop,Low
1577,Programming,10,21,93,3,96.52,30,32,Tablet,High
1578,Design,3,132,20,7,52.97,22,46,Mobile,Medium
1579,Business,8,126,75,7,86.29,6,81,Desktop,Low
1580,AI & ML,12,60,36,9,41.21,37,93,Mobile,Medium
1581,Design,1,80,95,11,80.25,32,64,Tablet,Low
1582,AI & ML,11,57,10,10,68.16,11,22,Desktop,Low
1583,Design,9,28,19,10,60.81,44,41,Tablet,High
1584,Programming,9,15,34,7,91.74,11,46,Tablet,Medium
1585,Business,10,93,52,9,91.26,18,74,Tablet,High
1586,Design,2,164,46,7,41.34,8,86,Mobile,Low
1587,Data Science,4,62,74,3,76.57,9,52,Desktop,Medium
1588,Data Science,13,116,51,7,62.07,16,21,Tablet,High
1589,Design,8,110,7,8,64.94,49,94,Mobile,Low
1590,Design,7,57,3,6,89.92,39,65,Tablet,Low
1591,Design,1,144,26,11,58.59,38,93,Mobile,Medium
1592,Data Science,5,78,43,1,96.58,40,52,Desktop,Low
1593,Data Science,7,20,39,8,50.78,9,77,Desktop,Low
1594,Design,4,152,46,10,79.76,11,26,Desktop,High
1595,AI & ML,1,140,93,7,80.33,14,34,Desktop,High
1596,AI & ML,9,131,43,4,55.13,30,45,Tablet,Medium
1597,Programming,14,78,47,11,59.49,14,30,Mobile,Medium
1598,Business,5,32,90,2,90.09,27,57,Desktop,High
1599,AI & ML,11,46,84,6,85.71,3,46,Tablet,Medium
1600,Data Science,2,18,51,1,59.75,35,26,Desktop,Low
1601,AI & ML,8,24,83,2,72.04,0,20,Desktop,Low
1602,Programming,11,140,67,11,43.7,43,93,Desktop,Low
1603,Programming,13,102,10,8,52.52,33,40,Mobile,Low
1604,Business,2,26,76,3,69.15,46,98,Mobile,Low
1605,AI & ML,3,163,72,3,45.16,16,49,Mobile,Low
1606,Data Science,14,158,3,2,90.6,38,27,Desktop,Low
1607,Data Science,10,81,75,4,83.08,37,22,Tablet,Low
1608,Design,1,158,72,2,96.62,43,74,Tablet,Medium
1609,Data Science,11,130,76,8,81.61,32,34,Tablet,Low
1610,Business,2,20,47,2,96.42,20,55,Desktop,Medium
1611,Business,14,175,25,1,73.27,25,25,Mobile,Low
1612,Data Science,7,81,76,11,76.01,45,61,Tablet,High
1613,Data Science,10,115,38,4,98.62,35,69,Desktop,High
1614,Design,2,134,91,5,78.53,4,37,Desktop,Medium
1615,Data Science,6,44,57,0,41.85,32,69,Tablet,Medium
1616,Design,3,128,18,11,83.43,0,49,Tablet,High
1617,Design,4,23,87,10,94.33,5,96,Desktop,Low
1618,Data Science,11,23,82,5,87.73,36,58,Tablet,High
1619,Programming,13,19,76,9,75.03,1,31,Desktop,Medium
1620,Programming,8,149,76,2,80.28,4,78,Tablet,Medium
1621,Design,14,47,57,3,99.41,25,95,Mobile,Low
1622,Data Science,3,117,27,5,45.44,40,63,Desktop,Medium
1623,Programming,10,128,65,7,80.03,46,23,Mobile,Medium
1624,Data Science,6,43,9,8,57.0,12,55,Tablet,Medium
1625,Data Science,1,178,85,5,78.41,11,67,Desktop,Medium
1626,Data Science,7,19,76,6,76.46,4,33,Tablet,Low
1627,AI & ML,8,131,57,4,49.21,1,100,Desktop,Low
1628,Data Science,11,154,72,11,52.4,3,68,Tablet,Low
1629,AI & ML,14,154,96,8,77.3,26,86,Mobile,Low
1630,Design,8,124,13,3,47.69,49,96,Mobile,Low
1631,Programming,3,10,83,9,55.91,9,28,Tablet,Low
1632,Programming,14,21,14,10,90.11,12,40,Mobile,Low
1633,Programming,10,112,95,5,59.63,43,91,Mobile,Low
1634,Programming,1,13,32,4,69.28,1,100,Tablet,Low
1635,Programming,9,179,16,0,96.47,25,35,Desktop,High
1636,Programming,13,150,23,4,53.63,14,35,Tablet,Medium
1637,Programming,6,107,29,4,63.38,45,47,Desktop,Medium
1638,Design,11,115,61,8,76.39,9,70,Mobile,Low
1639,Data Science,9,94,12,0,85.32,21,75,Mobile,Medium
1640,Business,7,130,61,4,94.1,39,99,Mobile,Medium
1641,AI & ML,1,141,46,6,94.93,24,76,Mobile,High
1642,Business,12,91,15,10,86.6,14,71,Mobile,Medium
1643,Business,12,28,65,5,53.7,12,65,Desktop,Medium
1644,Data Science,1,139,80,5,41.49,7,97,Desktop,High
1645,Data Science,6,21,95,11,63.03,20,57,Desktop,Low
1646,Data Science,5,90,42,6,48.49,20,67,Tablet,Low
1647,Programming,9,83,7,5,82.62,21,60,Mobile,Medium
1648,Design,2,107,2,4,79.67,45,78,Mobile,Low
1649,Programming,8,15,11,9,42.64,32,86,Mobile,Low
1650,Design,11,145,83,4,90.2,44,93,Tablet,Medium
1651,Design,5,134,15,8,54.92,26,85,Tablet,Low
1652,Business,2,60,77,7,65.93,39,46,Tablet,Medium
1653,Business,13,20,79,11,80.08,49,51,Mobile,High
1654,Design,10,136,58,9,65.77,21,75,Desktop,Low
1655,Design,11,149,48,3,66.48,29,29,Tablet,Low
1656,Programming,11,82,62,3,43.94,8,59,Tablet,Low
1657,Programming,12,11,61,9,64.09,44,36,Desktop,Low
1658,Business,6,17,48,4,85.89,34,77,Tablet,Low
1659,Data Science,10,148,50,2,94.91,17,25,Desktop,Low
1660,Design,8,133,32,7,64.81,41,58,Mobile,Low
1661,Programming,4,62,29,6,65.42,4,37,Desktop,Low
1662,Business,2,19,58,4,82.16,26,92,Desktop,Medium
1663,Programming,12,121,75,9,96.57,5,91,Mobile,High
1664,Design,11,17,14,2,56.02,31,61,Tablet,Medium
1665,Design,5,45,81,4,66.41,7,23,Mobile,Medium
1666,AI & ML,12,115,91,2,87.76,38,39,Tablet,Low
1667,Data Science,2,23,22,9,76.58,20,47,Tablet,Medium
1668,AI & ML,2,95,77,4,46.64,17,59,Desktop,Low
1669,Business,6,158,93,0,77.66,13,84,Mobile,Low
1670,Programming,11,59,96,5,51.2,14,63,Desktop,High
1671,Business,10,176,44,9,70.61,41,42,Mobile,Low
1672,Design,9,29,61,3,71.75,25,76,Mobile,Low
1673,AI & ML,13,96,78,3,92.57,43,66,Desktop,High
1674,AI & ML,4,144,70,7,67.75,31,32,Tablet,High
1675,AI & ML,6,146,14,1,56.77,38,35,Tablet,Low
1676,Business,7,138,45,3,53.86,27,74,Mobile,Low
1677,Design,13,163,63,1,92.46,38,84,Tablet,Medium
1678,Programming,11,175,45,0,50.26,42,100,Desktop,Medium
1679,Programming,6,47,55,9,65.55,31,35,Desktop,Low
1680,Business,8,53,43,2,51.23,12,56,Desktop,Medium
1681,AI & ML,4,95,74,11,86.4,14,71,Mobile,High
1682,Data Science,12,53,28,7,68.46,17,29,Mobile,Low
1683,Business,1,83,94,5,61.07,38,57,Tablet,High
1684,Business,7,128,61,11,61.67,5,63,Desktop,High
1685,Design,3,131,88,6,91.13,10,93,Desktop,Low
1686,Programming,14,143,51,1,73.23,31,73,Mobile,Medium
1687,Business,6,154,53,5,83.07,39,70,Mobile,Low
1688,Business,2,60,87,7,93.82,19,71,Mobile,Medium
1689,AI & ML,9,47,56,7,94.1,32,89,Desktop,Medium
1690,AI & ML,1,161,82,3,59.71,39,78,Desktop,Low
1691,Data Science,6,60,65,5,97.15,7,32,Tablet,Medium
1692,Design,6,19,21,4,41.49,34,60,Desktop,High
1693,Data Science,5,129,19,8,62.61,4,31,Tablet,Low
1694,AI & ML,13,158,32,7,93.75,34,69,Tablet,Low
1695,Programming,5,79,71,1,56.48,46,76,Desktop,Low
1696,AI & ML,1,94,24,11,56.38,13,69,Tablet,Medium
1697,Design,10,66,45,6,58.16,20,76,Tablet,High
1698,AI & ML,12,135,72,6,76.74,46,73,Mobile,High
1699,Design,5,48,97,10,66.3,23,85,Desktop,Low
1700,Design,2,42,56,11,83.6,16,27,Tablet,Medium
1701,Design,7,27,86,0,93.69,17,82,Tablet,Low
1702,Design,3,66,4,0,80.45,33,28,Tablet,Low
1703,Design,13,105,54,11,52.27,11,79,Desktop,Low
1704,Programming,4,57,60,3,95.96,15,82,Mobile,Low
1705,Data Science,3,51,88,4,55.87,3,91,Mobile,Medium
1706,Business,3,36,7,3,48.99,24,22,Desktop,High
1707,Data Science,4,83,15,6,45.4,33,92,Desktop,Medium
1708,Design,5,119,47,2,73.8,27,32,Desktop,Medium
1709,Programming,1,179,60,6,46.83,45,28,Desktop,Low
1710,AI & ML,4,41,14,7,48.33,10,71,Mobile,High
1711,Programming,12,35,64,5,58.0,12,81,Tablet,Medium
1712,Design,12,34,21,5,56.9,30,27,Tablet,High
1713,Programming,11,84,2,7,76.25,24,64,Desktop,Low
1714,Programming,8,32,53,7,89.0,38,72,Desktop,Medium
1715,Design,10,66,13,6,85.68,9,82,Tablet,Medium
1716,Programming,7,135,35,5,55.75,23,100,Mobile,Low
1717,Business,9,96,81,5,54.72,0,76,Desktop,Medium
1718,Business,5,40,81,9,97.95,24,73,Desktop,High
1719,Programming,13,73,66,10,40.49,27,38,Mobile,Low
1720,AI & ML,10,42,9,5,92.78,35,86,Mobile,Low
1721,Design,4,11,48,7,51.98,17,65,Mobile,Medium
1722,Business,8,27,64,0,96.84,5,29,Desktop,Low
1723,AI & ML,9,170,90,4,60.54,1,37,Mobile,Medium
1724,Programming,13,93,56,2,66.42,2,31,Desktop,Medium
1725,AI & ML,7,44,26,11,82.43,45,68,Desktop,Low
1726,Data Science,14,123,74,7,75.26,7,42,Mobile,High
1727,Business,7,155,4,10,59.08,30,81,Tablet,Medium
1728,Programming,5,119,70,5,73.23,47,30,Mobile,High
1729,Design,4,97,82,1,83.84,18,92,Tablet,Medium
1730,Programming,14,81,56,6,42.54,49,75,Mobile,High
1731,Design,10,134,92,6,40.67,5,74,Mobile,Low
1732,Programming,1,39,14,4,67.48,13,44,Desktop,Low
1733,AI & ML,10,62,98,7,47.91,2,28,Desktop,Low
1734,AI & ML,10,147,100,4,79.86,47,31,Desktop,Low
1735,AI & ML,7,96,75,0,52.84,0,30,Desktop,High
1736,Data Science,1,148,29,8,65.97,43,57,Desktop,Low
1737,Design,1,173,19,3,51.86,29,47,Desktop,High
1738,AI & ML,5,170,36,1,72.91,45,27,Desktop,Low
1739,Data Science,13,22,2,3,46.96,18,93,Tablet,Low
1740,Design,9,49,72,8,41.39,18,66,Tablet,High
1741,Programming,6,98,40,1,43.07,8,55,Desktop,Low
1742,Data Science,3,77,38,3,97.26,6,69,Tablet,Medium
1743,Business,13,51,25,1,48.54,45,28,Mobile,Low
1744,Data Science,3,156,1,4,82.51,36,79,Tablet,High
1745,Data Science,7,103,22,2,44.08,49,91,Desktop,Medium
1746,Design,6,28,22,9,46.49,40,86,Tablet,Medium
1747,Programming,9,32,84,1,70.53,6,72,Mobile,Low
1748,Business,6,63,15,8,67.89,8,36,Tablet,Low
1749,AI & ML,5,74,8,4,97.09,3,72,Desktop,High
1750,AI & ML,10,149,12,9,96.69,24,47,Mobile,High
1751,Data Science,7,33,27,4,86.78,48,82,Mobile,Low
1752,Design,1,43,26,0,76.13,11,34,Tablet,Low
1753,Design,12,62,50,5,67.3,5,38,Mobile,Low
1754,AI & ML,7,145,63,6,61.37,17,89,Mobile,Low
1755,Business,3,27,51,0,96.83,39,66,Mobile,Medium
1756,Programming,14,66,80,8,76.17,20,90,Desktop,Low
1757,Business,9,121,37,7,74.74,14,67,Mobile,Low
1758,Programming,6,14,99,11,53.91,2,92,Tablet,Medium
1759,AI & ML,9,163,64,7,42.8,1,39,Tablet,Low
1760,Programming,13,167,17,6,96.71,40,56,Mobile,Medium
1761,Design,5,22,62,4,58.82,39,94,Tablet,High
1762,Data Science,7,92,50,2,66.56,3,21,Mobile,Low
1763,Data Science,13,38,8,11,46.88,31,83,Tablet,Medium
1764,AI & ML,14,12,12,8,90.22,1,55,Mobile,Low
1765,Design,4,99,39,6,41.66,45,24,Mobile,Low
1766,Business,7,113,54,10,90.04,28,83,Mobile,Low
1767,Design,13,132,78,9,48.42,1,26,Desktop,Low
1768,Data Science,1,85,42,9,93.19,33,89,Tablet,Low
1769,Data Science,7,139,43,7,83.79,26,41,Mobile,Low
1770,Design,8,117,67,5,49.88,38,93,Desktop,High
1771,Design,5,165,32,11,73.95,43,65,Desktop,Medium
1772,Data Science,2,91,23,10,58.76,37,59,Mobile,High
1773,Business,5,86,35,4,50.69,17,80,Mobile,Medium
1774,AI & ML,6,11,9,7,91.55,35,65,Mobile,Low
1775,AI & ML,12,136,99,2,64.21,18,47,Mobile,Low
1776,Design,2,144,19,11,63.91,26,54,Mobile,Low
1777,AI & ML,14,35,74,6,50.19,44,20,Tablet,Low
1778,Data Science,6,97,11,1,62.98,19,48,Mobile,Medium
1779,Data Science,6,25,61,2,92.3,20,28,Mobile,Medium
1780,Design,1,160,17,11,61.79,22,28,Tablet,Low
1781,Design,14,177,93,1,97.1,29,41,Desktop,Low
1782,Design,1,82,100,4,96.78,24,82,Tablet,Low
1783,Business,14,41,62,6,48.69,30,85,Desktop,Low
1784,AI & ML,11,24,83,10,50.64,26,99,Desktop,Low
1785,Design,10,150,24,9,91.76,33,77,Tablet,Medium
1786,Programming,3,14,11,10,63.57,7,89,Mobile,Low
1787,Programming,14,83,20,10,40.26,18,74,Desktop,Medium
1788,Data Science,10,61,24,10,56.43,40,32,Mobile,Low
1789,AI & ML,10,86,10,9,75.86,25,38,Tablet,Low
1790,Design,12,178,63,0,87.96,27,98,Desktop,High
1791,Programming,3,119,72,9,48.0,3,52,Mobile,Medium
1792,AI & ML,4,152,49,8,46.63,30,93,Desktop,Low
1793,Data Science,2,115,61,0,95.33,15,84,Desktop,High
1794,Business,9,136,88,0,85.07,9,79,Tablet,Low
1795,AI & ML,10,16,98,11,75.39,37,31,Mobile,Low
1796,AI & ML,12,49,95,9,86.15,47,62,Mobile,Medium
1797,Business,11,165,48,7,65.73,9,36,Desktop,Medium
1798,AI & ML,14,169,13,5,85.51,44,87,Mobile,Low
1799,Data Science,7,108,0,5,62.31,8,48,Desktop,Low
1800,Data Science,7,152,80,11,54.65,38,74,Tablet,High
1801,Business,6,94,24,8,83.74,35,26,Tablet,Low
1802,Design,3,74,58,3,65.18,35,63,Mobile,Low
1803,Programming,6,141,71,7,98.88,18,96,Tablet,Medium
1804,Design,14,20,68,3,60.97,18,24,Tablet,High
1805,AI & ML,12,117,4,1,95.3,11,79,Mobile,Low
